store_name,addr,legal_dong,dong,category,store_name_clean
카페유,"경상북도 구미시 인동28길 49-9, 1층 (진평동)",진평동,진미동,커피전문점,카페유
카페카리타스풍빈원점,"경상북도 구미시 금오산로 336-13, 구미성리학역사관 6동 1층 (남통동)",남통동,선주원남동,커피전문점,카페카리타스풍빈원점
하삼동커피상모점,"경상북도 구미시 상사서로 35, 1층 (상모동)",상모동,상모사곡동,커피전문점,하삼동커피상모점
이디야커피구미비산점,"경상북도 구미시 비산로3길 33-21, 1층 (비산동)",비산동,비산동,커피전문점,이디야커피구미비산점
세라젬웰카페구미옥계점,"경상북도 구미시 옥계북로 8, 1동 1층 103,104호 (옥계동)",옥계동,양포동,커피전문점,세라젬웰카페구미옥계점
이디야차병원점,"경상북도 구미시 신시로10길 12, 차병원 1층 (형곡동)",형곡동,형곡1동,커피전문점,이디야차병원점
배달의카페옥계점,"경상북도 구미시 옥계신당로5길 21, 1층 (옥계동)",옥계동,양포동,커피전문점,배달의카페옥계점
더벤티구미남통점,"경상북도 구미시 원남로 44, 1층 (원평동)",원평동,원평동,커피전문점,더벤티구미남통점
읍천리382금오산점,"경상북도 구미시 금오산로22길 5, 1층 (원평동)",원평동,원평동,커피전문점,읍천리382금오산점
써니카페,"경상북도 구미시 원남로 88, 1층 (원평동)",원평동,원평동,커피전문점,써니카페
트윙클핫도그,"경상북도 구미시 인동5길 27, 1층 (인의동)",인의동,인동동,패스트푸드,트윙클핫도그
투썸플레이스구미원평문화거리점,"경상북도 구미시 문화로 49, 1,2층 (원평동)",원평동,원평동,커피전문점,투썸플레이스구미원평문화거리점
공차구미구평점,"경상북도 구미시 인동36길 7, 1층 (구평동)",구평동,인동동,커피전문점,공차구미구평점
천씨씨옥계점,"경상북도 구미시 옥계북로 59, 상가동 1층 108호 (옥계동)",옥계동,양포동,커피전문점,천씨씨옥계점
레츠빈커피로스터리,"경상북도 구미시 형곡동로8길 12, 1층 (형곡동)",형곡동,형곡1동,커피전문점,레츠빈커피로스터리
텐퍼센트커피옥계점,"경상북도 구미시 옥계북로 50, 1층 (옥계동)",옥계동,양포동,커피전문점,텐퍼센트커피옥계점
더벤티구미들성점,"경상북도 구미시 고아읍 들성로 171, 301동 1층 108호 (구미고아세영리첼레이크뷰)",고아읍,고아읍,커피전문점,더벤티구미들성점
하삼동커피옥계점,"경상북도 구미시 옥계북로 40, 1층 103호 (옥계동)",옥계동,양포동,커피전문점,하삼동커피옥계점
유정다방,"경상북도 구미시 선산읍 남문로 58, 2층",선산읍,선산읍,커피전문점,유정다방
카페더홈,"경상북도 구미시 봉곡서로 3, 1층 (봉곡동)",봉곡동,선주원남동,커피전문점,카페더홈
벌크커피구미원호점,"경상북도 구미시 고아읍 문장로 201, 1층 104호",고아읍,고아읍,커피전문점,벌크커피구미원호점
더벤티형곡중앙점,"경상북도 구미시 형곡로 150, 1층 102호 (형곡동, 두산빌라)",형곡동,형곡1동,커피전문점,더벤티형곡중앙점
하삼동커피황상점,"경상북도 구미시 인동중앙로 19, 1층 (황상동)",황상동,인동동,커피전문점,하삼동커피황상점
시리베이커리금오산점,"경상북도 구미시 금오산로18길 11-1, 1층 (원평동)",원평동,원평동,제과점/아이스크림,시리베이커리금오산점
달다방커피,"경상북도 구미시 고아읍 가들로 25, B동 지하2층 101,102,103호",고아읍,고아읍,커피전문점,달다방커피
카페인중독구미상모점,"경상북도 구미시 상모로10길 21-63, 1층 (상모동)",상모동,상모사곡동,커피전문점,카페인중독구미상모점
하삼동커피신평점,"경상북도 구미시 구미대로 399, 신평상가 1층 105호 (신평동)",신평동,신평1동,커피전문점,하삼동커피신평점
카페꾸다,"경상북도 구미시 구미중앙로13길 19-1, 1층 (원평동)",원평동,원평동,커피전문점,카페꾸다
메가엠지씨커피구미구평점,"경상북도 구미시 인동36길 9, 금강빌딩 1층 (구평동)",구평동,인동동,커피전문점,메가엠지씨커피구미구평점
카페에이치,"경상북도 구미시 구미대로30길 14, 2층 (신평동)",신평동,신평1동,커피전문점,카페에이치
더리터구미인동점,"경상북도 구미시 인동중앙로 50, 1층 106호 (인의동)",인의동,인동동,커피전문점,더리터구미인동점
컴포즈커피산동점,"경상북도 구미시 산동읍 신당2로1길 12, 1동 1층 106호",산동읍,산동읍,커피전문점,컴포즈커피산동점
천씨씨커피공단점,"경상북도 구미시 1공단로 196, 1층 (공단동)",공단동,공단동,커피전문점,천씨씨커피공단점
달리는커피구미문성점,"경상북도 구미시 고아읍 동평로 72, 1동 1층",고아읍,고아읍,커피전문점,달리는커피구미문성점
카페둑,"경상북도 구미시 지산양호12길 19-18, 3층 (양호동)",양호동,양포동,커피전문점,카페둑
더리터구미구평점,"경상북도 구미시 인동46길 5-2, 1층 (구평동)",구평동,인동동,커피전문점,더리터구미구평점
컴포즈커피인의점,"경상북도 구미시 인동중앙로 23-2, 1층 (황상동)",황상동,인동동,커피전문점,컴포즈커피인의점
커피깊,"경상북도 구미시 원남로1길 62, 1층 (원평동)",원평동,원평동,커피전문점,커피깊
북카페위누리,"경상북도 구미시 박정희로 375-7, 구미복합스포츠센터 1층 (광평동)",광평동,광평동,커피전문점,북카페위누리
봄봄금오파크점,"경상북도 구미시 새마을로3길 7-3, 1층 (사곡동)",사곡동,상모사곡동,커피전문점,봄봄금오파크점
달빛카페,"경상북도 구미시 고아읍 선산대로 1202-4, 1동 1층",고아읍,고아읍,커피전문점,달빛카페
동네커피문성점,"경상북도 구미시 고아읍 가들로 14, 1동 1층",고아읍,고아읍,커피전문점,동네커피문성점
스타벅스구미문성디티점,"경상북도 구미시 고아읍 들성로 207, 1동 1,2층",고아읍,고아읍,커피전문점,스타벅스구미문성디티점
커피마루베이커리,"경상북도 구미시 인동남길 72, 1층 (진평동)",진평동,진미동,제과점/아이스크림,커피마루베이커리
디저트39구미인동점,"경상북도 구미시 인동35길 32, 1층 (구평동)",구평동,인동동,제과점/아이스크림,디저트39구미인동점
크로플팜,"경상북도 구미시 봉곡로18길 33-8, 1층 (봉곡동)",봉곡동,선주원남동,제과점/아이스크림,크로플팜
감성커피구미구평점,"경상북도 구미시 인동36길 34, 1층 (진평동)",진평동,진미동,커피전문점,감성커피구미구평점
이지한커피,"경상북도 구미시 상모로12길 19, 1층 (상모동)",상모동,상모사곡동,커피전문점,이지한커피
스타벅스구미광평디티점,"경상북도 구미시 구미대로 188, 1동 1,2층 (광평동)",광평동,광평동,커피전문점,스타벅스구미광평디티점
커피왕사곡점,"경상북도 구미시 사곡로5길 2, 1층 (사곡동)",사곡동,상모사곡동,커피전문점,커피왕사곡점
텐퍼센트커피구미확장단지점,"경상북도 구미시 산동읍 신당2로 29, 1동 1층 110호",산동읍,산동읍,커피전문점,텐퍼센트커피구미확장단지점
꽃마실카페,"경상북도 구미시 인동남길 6, 1층 (진평동)",진평동,진미동,커피전문점,꽃마실카페
카페앤플라워이랑,"경상북도 구미시 산동읍 첨단기업1로 50, 1동 1층",산동읍,산동읍,커피전문점,카페앤플라워이랑
투썸플레이스구미역점,"경상북도 구미시 구미중앙로11길 6, 1층 (원평동)",원평동,원평동,커피전문점,투썸플레이스구미역점
더벤티임은점,"경상북도 구미시 왕산로 28-10, 구미 임은 삼도뷰엔빌W 301동 1층 111호 (임은동)",임은동,임오동,커피전문점,더벤티임은점
카페솔목,"경상북도 구미시 봉곡로18길 11, 1층 (봉곡동)",봉곡동,선주원남동,커피전문점,카페솔목
컴포즈커피구미옥계신나리점,"경상북도 구미시 산호대로23길 36, 1층 (옥계동)",옥계동,양포동,커피전문점,컴포즈커피구미옥계신나리점
컴포즈커피비산점,"경상북도 구미시 신비로 112, 1층 (비산동)",비산동,비산동,커피전문점,컴포즈커피비산점
더리터구미차병원점,"경상북도 구미시 신시로10길 9, 1층 (송정동)",송정동,송정동,커피전문점,더리터구미차병원점
퀼트카페은성,"경상북도 구미시 인동31길 9-2, 1층 (인의동)",인의동,인동동,커피전문점,퀼트카페은성
텐퍼센트구미봉곡점,"경상북도 구미시 봉곡북로 67-1, 1층 (봉곡동)",봉곡동,선주원남동,커피전문점,텐퍼센트구미봉곡점
카페멜랑그랑,"경상북도 구미시 인동20길 43-4, 1층 101호 (진평동)",진평동,진미동,커피전문점,카페멜랑그랑
아이엠도넛구미문성점,"경상북도 구미시 고아읍 들성로 255, 1동 1층",고아읍,고아읍,제과점/아이스크림,아이엠도넛구미문성점
베리앤라떼카페,"경상북도 구미시 왕산로3길 5, 1층 (임은동)",임은동,임오동,커피전문점,베리앤라떼카페
에브리커피구미옥계점,"경상북도 구미시 산호대로29길 20-7, 1층 (옥계동)",옥계동,양포동,커피전문점,에브리커피구미옥계점
더벤티4공단산업단지점,"경상북도 구미시 산동읍 첨단기업1로 18, 1층",산동읍,산동읍,커피전문점,더벤티4공단산업단지점
플러스마이너스커피,"경상북도 구미시 봉곡로 60, 1동 1층 (봉곡동)",봉곡동,선주원남동,커피전문점,플러스마이너스커피
수기디저트,"경상북도 구미시 금오대로14길 11, 2층 (오태동)",오태동,임오동,제과점/아이스크림,수기디저트
문뜩디저트,"경상북도 구미시 봉곡로15길 35, 1층 (봉곡동)",봉곡동,선주원남동,제과점/아이스크림,문뜩디저트
천씨씨카페구미형곡점,"경상북도 구미시 형곡로 173, 1층 (형곡동)",형곡동,형곡1동,커피전문점,천씨씨카페구미형곡점
캔카페원평도량점,"경상북도 구미시 송동로 21, 1층 (도량동)",도량동,도량동,커피전문점,캔카페원평도량점
모에누카페,"경상북도 구미시 고아읍 봉한3길 2, 1층",고아읍,고아읍,커피전문점,모에누카페
텀브커피구미봉곡점,"경상북도 구미시 봉곡로 80-1, 1층 (봉곡동)",봉곡동,선주원남동,커피전문점,텀브커피구미봉곡점
가든올데이,"경상북도 구미시 고아읍 동평로 35, 1동 2층",고아읍,고아읍,한식,가든올데이
몬스터커피구미산동점,"경상북도 구미시 산동읍 신당2로1길 7, 골드클래스 상가2동 B8호",산동읍,산동읍,커피전문점,몬스터커피구미산동점
설렘커피인동점,"경상북도 구미시 인동중앙로3길 6, 1,2층 (황상동)",황상동,인동동,커피전문점,설렘커피인동점
카페고이담아,"경상북도 구미시 도개면 도개다곡길 393, 1층",도개면,도개면,커피전문점,카페고이담아
더리터구미문성점,"경상북도 구미시 고아읍 문성로3길 16, 1층",고아읍,고아읍,커피전문점,더리터구미문성점
다다커피앤햇살과일,"경상북도 구미시 구미중앙로17길 5, 2,3층 (원평동)",원평동,원평동,커피전문점,다다커피앤햇살과일
1리터리얼커피,"경상북도 구미시 여헌로 74-1, 1층 (인의동)",인의동,인동동,커피전문점,1리터리얼커피
컴포즈커피구미문성점,"경상북도 구미시 고아읍 문성로 31, 1층",고아읍,고아읍,커피전문점,컴포즈커피구미문성점
보메케이크,"경상북도 구미시 형곡로 75, 우방3차아파트 309동 1층 102호 (형곡동)",형곡동,형곡1동,제과점/아이스크림,보메케이크
커피베이구미4공단점,"경상북도 구미시 산동읍 첨단기업1로 56, 1동 1층",산동읍,산동읍,커피전문점,커피베이구미4공단점
목포왕꽈배기,"경상북도 구미시 상사서로 40, 1동 1층 (상모동)",상모동,상모사곡동,제과점/아이스크림,목포왕꽈배기
영커피구미시청점,"경상북도 구미시 송원서로 15, 1층 (송정동)",송정동,송정동,커피전문점,영커피구미시청점
읍천리382인동진평점,"경상북도 구미시 인동남길 78, 1층 (진평동)",진평동,진미동,커피전문점,읍천리382인동진평점
